Year,Country ISO3 code,Country name,Holding institute code,Holding institute name,Accession number,Taxon,Genus,Species,Accepted Genus,Accepted Species,Crop name,Acquisition date (YYYY/MM),Country of origin (ISO3),Country of origin,Biological status,Genebank(s) holding safety duplications - code,Genebank(s) holding safety duplications,Latitude of collecting site (decimal degrees format),Longitude of collecting site (decimal degrees format),Collecting/acquisition source,Type of germplasm storage,Status under the Multilateral System,DOI,Data owner,Data owner details,Source of information
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08109","Triticum turgidum group Dicoccon","Triticum","turgidum","Triticum","turgidum","wheat","1988/05","TUR","Türkiye","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08110","Triticum turgidum group Dicoccon","Triticum","turgidum","Triticum","turgidum","wheat","1988/05","TUR","Türkiye","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08130","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","TUN","Tunisia","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08133","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08134","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08135","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","SYR","Syrian Arab Republic","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08136","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08137","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08139","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08141","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","PRT","Portugal","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08142","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","PRT","Portugal","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08144","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","PRT","Portugal","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08148","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08151","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","ITA","Italy","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08156","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","ITA","Italy","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08168","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","PRT","Portugal","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08169","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","PRT","Portugal","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08181","Triticum aestivum group Aestivum","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","IRQ","Iraq","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","30.5","47.8","30) Market or shop","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08247","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","SYR","Syrian Arab Republic","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08259","Triticum turgidum group Durum","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","YUG","Yugoslavia","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08277","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08278","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08279","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08280","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08281","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08282","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08283","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08284","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08285","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08286","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","BEL","Belgium","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08288","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08289","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08290","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08291","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08292","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08293","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08294","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08295","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08296","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08297","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08298","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08302","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08303","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","JPN","Japan","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08311","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08312","Triticum turgidum group Dicoccon","Triticum","turgidum","Triticum","turgidum","wheat","1988/07","SUN","Soviet Union","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08313","Triticum aestivum group Spelta","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08314","Triticum aestivum group Compactum","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
2022,"NLD","Netherlands (Kingdom of the)","NLD037","NLD037 - Centre for Genetic Resources, the Netherlands","CGN08316","Triticum aestivum group Compactum","Triticum","aestivum","Triticum","aestivum","wheat","1988/07","","","Unknown","19731;10908","AGES Linz - Austrian Agency for Health and Food Safety / Seed Collection;Svalbard Global Seed Vault","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","Included","","Centre for Genetic Resources, the Netherlands","http://www.fao.org/wiews/data/organizations/en/?instcode=NLD037","EURISCO (http://eurisco.ipk-gatersleben.de)"
