Year,Country ISO3 code,Country name,Holding institute code,Holding institute name,Accession number,Taxon,Genus,Species,Accepted Genus,Accepted Species,Crop name,Acquisition date (YYYY/MM),Country of origin (ISO3),Country of origin,Biological status,Genebank(s) holding safety duplications - code,Genebank(s) holding safety duplications,Latitude of collecting site (decimal degrees format),Longitude of collecting site (decimal degrees format),Collecting/acquisition source,Type of germplasm storage,Status under the Multilateral System,DOI,Data owner,Data owner details,Source of information
2022,"ZAF","South Africa","ZAF062","ZAF062 - RSA National Plant Genetic Resources Centre","3180","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2003/05","ZAF","South Africa","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","","","Genetic Resources Directorate, Department of Agriculture, Land Reform & Rural Development","http://www.fao.org/wiews/data/organizations/en/?instcode=ZAF062","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"ZAF","South Africa","ZAF062","ZAF062 - RSA National Plant Genetic Resources Centre","3250","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2003/05","ZAF","South Africa","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","","","Genetic Resources Directorate, Department of Agriculture, Land Reform & Rural Development","http://www.fao.org/wiews/data/organizations/en/?instcode=ZAF062","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"ZAF","South Africa","ZAF062","ZAF062 - RSA National Plant Genetic Resources Centre","2597","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/06","ZAF","South Africa","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","","","Genetic Resources Directorate, Department of Agriculture, Land Reform & Rural Development","http://www.fao.org/wiews/data/organizations/en/?instcode=ZAF062","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"ZAF","South Africa","ZAF062","ZAF062 - RSA National Plant Genetic Resources Centre","2703","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/07","ZAF","South Africa","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","","","Genetic Resources Directorate, Department of Agriculture, Land Reform & Rural Development","http://www.fao.org/wiews/data/organizations/en/?instcode=ZAF062","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"ZAF","South Africa","ZAF062","ZAF062 - RSA National Plant Genetic Resources Centre","3203","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2003/05","ZAF","South Africa","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","","","Genetic Resources Directorate, Department of Agriculture, Land Reform & Rural Development","http://www.fao.org/wiews/data/organizations/en/?instcode=ZAF062","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"ZAF","South Africa","ZAF062","ZAF062 - RSA National Plant Genetic Resources Centre","5325","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2005/08","ZAF","South Africa","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","","","Genetic Resources Directorate, Department of Agriculture, Land Reform & Rural Development","http://www.fao.org/wiews/data/organizations/en/?instcode=ZAF062","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"ZAF","South Africa","ZAF062","ZAF062 - RSA National Plant Genetic Resources Centre","3242","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2003/05","ZAF","South Africa","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","","","Genetic Resources Directorate, Department of Agriculture, Land Reform & Rural Development","http://www.fao.org/wiews/data/organizations/en/?instcode=ZAF062","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"ZAF","South Africa","ZAF062","ZAF062 - RSA National Plant Genetic Resources Centre","3264","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2003/05","ZAF","South Africa","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","","","Genetic Resources Directorate, Department of Agriculture, Land Reform & Rural Development","http://www.fao.org/wiews/data/organizations/en/?instcode=ZAF062","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"ZAF","South Africa","ZAF062","ZAF062 - RSA National Plant Genetic Resources Centre","4978","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2004/07","ZAF","South Africa","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","","","Genetic Resources Directorate, Department of Agriculture, Land Reform & Rural Development","http://www.fao.org/wiews/data/organizations/en/?instcode=ZAF062","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"ZAF","South Africa","ZAF062","ZAF062 - RSA National Plant Genetic Resources Centre","2931","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/07","ZAF","South Africa","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","","","Genetic Resources Directorate, Department of Agriculture, Land Reform & Rural Development","http://www.fao.org/wiews/data/organizations/en/?instcode=ZAF062","FAO-WIEWS (http://www.fao.org/wiews)"
