Year,Country ISO3 code,Country name,Holding institute code,Holding institute name,Accession number,Taxon,Genus,Species,Accepted Genus,Accepted Species,Crop name,Acquisition date (YYYY/MM),Country of origin (ISO3),Country of origin,Biological status,Genebank(s) holding safety duplications - code,Genebank(s) holding safety duplications,Latitude of collecting site (decimal degrees format),Longitude of collecting site (decimal degrees format),Collecting/acquisition source,Type of germplasm storage,Status under the Multilateral System,DOI,Data owner,Data owner details,Source of information
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00003   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/09","THA","Thailand","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00004   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/09","THA","Thailand","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00006   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/09","THA","Thailand","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00007   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/09","THA","Thailand","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00011   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2005/05","THA","Thailand","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00012   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2005/05","THA","Thailand","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00013   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2005/05","THA","Thailand","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00014   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2005/05","THA","Thailand","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00015   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2005/05","THA","Thailand","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00005   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/09","MEX","Mexico","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00008   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/09","MEX","Mexico","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00009   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/09","MEX","Mexico","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"THA","Thailand","THA300","THA300 - Genebank","THA 00010   Tri_ae","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2002/09","MEX","Mexico","400) Breeding/research material","","","","","40) Institute, Experimental station, Research organization, Genebank","12) Seed medium-term;13) Seed long-term","","","Genebank","http://www.fao.org/wiews/data/organizations/en/?instcode=THA300","FAO-WIEWS (http://www.fao.org/wiews)"
