Year,Country ISO3 code,Country name,Holding institute code,Holding institute name,Accession number,Taxon,Genus,Species,Accepted Genus,Accepted Species,Crop name,Acquisition date (YYYY/MM),Country of origin (ISO3),Country of origin,Biological status,Genebank(s) holding safety duplications - code,Genebank(s) holding safety duplications,Latitude of collecting site (decimal degrees format),Longitude of collecting site (decimal degrees format),Collecting/acquisition source,Type of germplasm storage,Status under the Multilateral System,DOI,Data owner,Data owner details,Source of information
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100001","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2011/11","TJK","Tajikistan","500) Advanced/Improved cultivar","9036","RDA Genebank","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100002","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2011/11","TJK","Tajikistan","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100003","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2011/11","TJK","Tajikistan","500) Advanced/Improved cultivar","9036","RDA Genebank","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100004","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2011/11","TJK","Tajikistan","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100005","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2011/11","TJK","Tajikistan","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100006","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2011/11","TJK","Tajikistan","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100007","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2011/11","TJK","Tajikistan","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100008","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2011/11","FRA","France","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100009","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2011/11","KGZ","Kyrgyzstan","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100010","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2011/11","FRA","France","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100011","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2011/11","RUS","Russian Federation","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100012","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2011/11","KAZ","Kazakhstan","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"KGZ","Kyrgyzstan","KGZ040","KGZ040 - Bank-Laboratory of Plant Genetic Resources of the KR","01C100013","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Wheat","2011/11","KAZ","Kazakhstan","500) Advanced/Improved cultivar","","","","","40) Institute, Experimental station, Research organization, Genebank","13) Seed long-term","Included","","Bank-Laboratory of Plant Genetic Resources of the KR","http://www.fao.org/wiews/data/organizations/en/?instcode=KGZ040","FAO-WIEWS (http://www.fao.org/wiews)"
